"QuestionID","AlgorithmID","QuestionOrder","DateCreated","LastUpDate","Question","DispositionLevel","Information","SMAG_LINK_ID","CMS_NEW","Gender","Min_Age_Days","Max_Age_Days","TelemedicineEligible"
"784","12","4","2000-06-11 17:07:32","2012-12-14 14:37:11","Blood in bowel movements  (Exception: Blood on surface of BM with constipation)","90","R/O: gastritis, peptic ulcer disease","","False","B","0","43800","False"
"785","12","5","2000-06-11 17:07:34","2021-05-28 00:00:00","Black or tarry bowel movements (Exception: chronic-unchanged black-grey bowel movements AND is taking iron pills or Pepto-bismol)","90","R/O: gastritis, peptic ulcer disease","","False","B","0","43800","False"
"1351","12","2","2000-07-27 21:28:26","2021-01-24 00:00:00","[1] SEVERE pain AND [2] age > 60 years","90","Reason: higher risk of serious cause of abdominal pain","","False","B","0","43800","False"
"2705","12","4","2000-11-19 17:24:12","2012-01-28 00:00:00","Blood in urine (red, pink, or tea-colored)","70","R/O: kidney stone, UTI, urinary retention","","False","B","0","43800","False"
"2988","133","1","2000-12-10 09:16:18","2020-02-22 00:00:00","Serious injury with multiple fractures (broken bones)","100"," ","","False","B","0","43800","False"
"2989","133","2","2000-12-10 09:16:18","2003-06-02 00:00:00","[1] Major bleeding (e.g., actively dripping or spurting) AND [2] can't be stopped","100","FIRST AID: Apply direct pressure to the entire wound with a clean cloth.","","False","B","0","43800","False"
"2990","133","1","2000-12-10 09:16:18","2000-12-10 09:22:57","Wound looks infected","99","Go to Guideline: Wound Infection (Adult)","88","False","B","0","43800","False"
"2991","133","5","2000-12-10 09:16:18","2013-07-03 00:00:00","Toe injury is main concern","99","Go to Guideline: Toe Injury (Adult)","143","False","B","0","43800","False"
"2993","133","3","2000-12-10 09:16:18","2020-12-08 00:00:00","[1] Bleeding AND [2] won't stop after 10 minutes of direct pressure (using correct technique)","90","Reason: may need laceration repair (e.g., sutures)","","False","B","0","43800","False"
"2994","133","2","2000-12-10 09:16:18","2021-07-31 16:29:10","Skin is split open or gaping (or length > 1/2 inch or 12 mm)","90","Reason: may need laceration repair (e.g., sutures)","","False","B","0","43800","False"
"2995","133","4","2000-12-10 09:16:18","2005-03-13 19:25:28","Looks like a dislocated joint (very crooked or deformed)","100","Reason: If dislocated, adult will be unable to walk at all. Possible vascular compromise. Needs reduction.","","False","B","0","43800","False"
"2997","133","7","2000-12-10 09:16:18","2000-12-10 09:37:50","Sounds like a serious injury to the triager","90","R/O: fracture, dislocation","","False","B","0","43800","False"
"2998","133","5","2000-12-10 09:16:18","2012-07-06 14:31:02","Can't stand (bear weight) or walk","90","R/O: fracture","","False","B","0","43800","False"
"2999","133","2","2000-12-10 09:16:18","2021-03-09 00:00:00","Suspicious history for the injury","80","R/O: domestic violence, elder or vulnerable adult abuse","","False","B","0","43800","True"
"3001","133","1","2000-12-10 09:16:18","2005-05-25 15:27:17","[1] SEVERE pain AND [2] not improved 2 hours after pain medicine/ice packs","80","R/O: fracture","","False","B","0","43800","False"
"3004","133","3","2000-12-10 09:16:19","2000-12-10 15:51:41","Large swelling or bruise (> 2 inches or 5 cm)","70","R/O: minor fracture, muscle hematoma","","False","B","0","43800","True"
"3006","133","1","2000-12-10 09:16:19","2000-12-10 12:44:39","[1] Limp when walking AND [2] due to a twisted ankle or foot","70","R/O: sprain, minor fracture","","False","B","0","43800","True"
"3007","133","1","2000-12-10 09:16:19","2019-03-31 16:30:41","[1] Last tetanus shot > 5 years ago AND [2] DIRTY cut or scrape","50","Reason: may need a tetanus booster shot (vaccine).","","False","B","0","43800","False"
"3008","133","4","2000-12-10 09:16:19","2000-12-10 12:20:09","[1] After 2 weeks AND [2] still painful or swollen","50"," ","","False","B","0","43800","True"
"3009","133","3","2000-12-10 09:16:19","2000-12-10 12:21:56","[1] After 3 days AND [2] pain not improved","50","R/O: sprain, fracture","","False","B","0","43800","True"
"3010","133","3","2000-12-10 09:16:19","2021-10-19 17:06:01","Small cut (scratch) or abrasion (scrape) is also present","15","Reason: Minor superficial cut or abrasion.","","False","B","0","43800","False"
"3012","133","2","2000-12-10 09:16:19","2017-02-18 00:00:00","Minor injury or pain from direct blow or crushing injury","15","Reason: probably a minor contusion (bruise)","","False","B","0","43800","False"
"3013","133","1","2000-12-10 09:16:19","2017-02-18 00:00:00","[1] Minor injury or pain from twisting or over-stretching AND [2] walks normally","15","Reason: probably a minor sprain","","False","B","0","43800","False"
"3014","133","2","2000-12-10 09:23:51","2003-10-20 09:49:39","Caused by an animal bite","99","Go to Guideline: Animal Bite (Adult)","127","False","B","0","43800","False"
"3015","133","1","2000-12-10 09:31:33","2021-07-31 16:28:57","Bullet wound, stabbed by knife, or other serious penetrating wound","90","FIRST AID: If penetrating object still in place, don't remove it (Reason: removal could increase bleeding).","","False","B","0","43800","False"
"3017","133","4","2000-12-10 09:33:39","2021-07-31 18:47:06","[1] Dirt in the wound AND [2] not removed with 15 minutes of scrubbing","90","Reason: needs irrigation and/or additional wound care","","False","B","0","43800","False"
"3018","133","4","2000-12-10 09:36:24","2001-02-06 22:01:55","Puncture wound of foot","99","Go to Guideline: Puncture Wound (Adult)","86","False","B","0","43800","False"
"3019","133","5","2000-12-10 09:43:40","2021-02-10 00:00:00","[1] Diabetes mellitus AND [2] minor cut or scrape","50","Reason: increased risk of infection or ulcer","","False","B","0","43800","True"
"3021","133","2","2000-12-10 13:40:45","2005-05-25 15:27:51","[1] Limp when walking AND [2] due to a direct blow or crushing injury","70","R/O: contusion, minor fracture","","False","B","0","43800","True"
"3022","133","5","2000-12-10 13:49:36","2021-01-24 00:00:00","[1] High-risk adult (e.g., age > 60 years, osteoporosis, chronic steroid use) AND [2] limping","70","Reason: there is greater risk of fracture in patients with osteoporosis (bone thinning)","","False","B","0","43800","True"
"3023","133","4","2000-12-10 14:56:46","2021-02-10 00:00:00","Diabetes mellitus (Exception: small cut or scrape)","70","Reason: diabetic neuropathy reduces pain of fracture","","False","B","0","43800","True"
"3176","142","1","2001-01-07 16:47:01","2013-06-08 08:44:00","Shock suspected (e.g., cold/pale/clammy skin, too weak to stand, low BP, rapid pulse)","100","R/O: shock.  FIRST AID: Lie down with the feet elevated.","","False","B","0","43800","False"
"3177","142","2","2001-01-07 16:47:17","2017-04-22 00:00:00","Difficult to awaken or acting confused (e.g., disoriented, slurred speech)","100","R/O: shock.  FIRST AID: Lie down with the feet elevated.","","False","B","0","43800","False"
"3178","142","2","2001-01-07 16:47:17","2004-05-17 08:38:05","[1] Blood in stool AND [2] without diarrhea","99","Go to Guideline: Rectal Bleeding (Adult)","172","False","B","0","43800","False"
"3180","142","1","2001-01-07 16:47:17","2001-01-07 16:54:40","Vomiting also present and worse than the diarrhea","99","Go to Guideline: Vomiting (Adult)","29","False","B","0","43800","False"
"3181","142","3","2001-01-07 16:47:17","2008-01-22 17:26:47","[1] Blood in the stool AND [2] moderate or large amount of blood","90","R/O: severe Shigella, Salmonella, Campylobacter or E. coli 0157","","False","B","0","43800","False"
"3185","142","6","2001-01-07 16:47:18","2012-12-14 14:37:11","Abdominal pain  (Exception: Pain clears with each passage of diarrhea stool)","70","R/O: bacterial diarrhea","","False","B","0","43800","False"
"3188","142","1","2001-01-07 16:47:18","2016-07-27 08:15:55","[1] SEVERE diarrhea (e.g., 7 or more times / day more than normal) AND [2] present > 24 hours (1 day)","70","Reason:  higher risk of dehydration","","False","B","0","43800","True"
"3191","142","4","2001-01-07 16:47:18","2004-12-30 15:27:58","Fever > 101 F (38.3 C)","70","R/O: bacterial diarrhea","","False","B","0","43800","True"
"3193","142","8","2001-01-07 16:47:18","2001-01-09 09:01:42","[1] Mucus or pus in stool AND [2] present > 2 days AND [3] diarrhea is more than mild","70","R/O: bacterial diarrhea","","False","B","0","43800","True"
"3194","142","7","2001-01-07 16:47:18","2012-12-14 14:37:11","[1] Blood in the stool AND [2] small amount of blood
   (Exception: only on toilet paper. Reason: diarrhea can cause rectal irritation with blood on wiping)","70","R/O: bacterial diarrhea","","False","B","0","43800","True"
"3196","142","1","2001-01-07 16:47:18","2016-07-03 08:53:56","[1] MILD diarrhea (e.g., 1-3 or more stools than normal in past 24 hours) without known cause AND [2] present >  7 days","50","R/O: bacterial cause or Giardia","","False","B","0","43800","True"
"3198","142","1","2001-01-07 16:47:18","2012-02-25 17:10:05","Diarrhea is a chronic symptom (recurrent or ongoing AND present > 4 weeks)","20"," ","","False","B","0","43800","True"
"3200","142","2","2001-01-07 16:47:18","2017-02-18 00:00:00","MILD-MODERATE diarrhea (e.g., 1-6 times / day more than normal)","15","Reason: new or transient diarrhea without significant risk factors; may respond to homecare measures. R/O: viral gastroenteritis","","False","B","0","43800","False"
"3201","142","9","2001-01-07 16:55:13","2018-05-19 07:26:30","[1] Recent antibiotic therapy (i.e., within last 2 months) AND [2] diarrhea present > 3 days since antibiotic was stopped","70","R/O: C. difficile diarrhea","","False","B","0","43800","True"
"3202","142","11","2001-01-07 16:58:17","2004-12-12 00:00:00","[1] Drinking very little AND [2] dehydration suspected (e.g., no urine > 12 hours, very dry mouth, very lightheaded)","85","Reason: may need IV hydration","","False","B","0","43800","False"
"3204","142","12","2001-01-07 16:58:19","2021-12-29 00:00:00","Patient sounds very sick or weak to the triager","85","Reason: Severe acute illness or serious complication suspected.","","False","B","0","43800","False"
"3205","142","1","2001-01-07 17:03:12","2007-02-01 11:15:48","[1] SEVERE abdominal pain (e.g., excruciating) AND [2] present > 1 hour","90","R/O: appendicitis or other acute abdomen","","False","B","0","43800","False"
"3206","142","2","2001-01-07 17:03:15","2021-01-24 00:00:00","[1] SEVERE abdominal pain AND [2] age > 60 years","90","Reason: higher risk of serious cause of abdominal pain, e.g. mesenteric ischemia","","False","B","0","43800","False"
"3210","142","4","2001-01-07 17:04:11","2020-07-31 00:00:00","Black or tarry bowel movements (Exception: chronic-unchanged black-grey bowel movements AND is taking iron pills or Pepto-Bismol)","90","R/O: gastritis, peptic ulcer disease","","False","B","0","43800","False"
"3211","142","3","2001-01-07 17:04:42","2001-01-07 17:04:45","[1] Fever > 103 F (39.4 C) AND [2] not able to get the fever down using Fever Care Advice","80"," ","","False","B","0","43800","False"
"3213","142","3","2001-01-07 17:04:45","2016-07-27 08:20:24","[1] MODERATE diarrhea (e.g., 4-6 times / day more than normal) AND [2] age > 70 years","70","Reason: higher risk of dehydration and morbidity","","False","B","25567","43800","True"
"3214","142","11","2001-01-07 17:04:45","2013-07-19 00:00:00","Weak immune system (e.g., HIV positive, cancer chemo, splenectomy, organ transplant, chronic steroids)","70","Reason: broader range of causes","","False","B","0","43800","True"
"3215","142","1","2001-01-07 17:04:49","2021-12-06 10:25:56","Travel to a foreign country in past month","65","Reason: Antibiotic therapy may be indicated for the treatment of Traveler's Diarrhea.","","False","B","0","43800","True"
"3217","142","2","2001-01-09 11:27:09","2016-07-27 08:18:12","[1] MODERATE diarrhea (e.g., 4-6 times / day more than normal) AND [2] present > 48 hours (2 days)","70","Reason:  higher risk of dehydration","","False","B","0","43800","True"
"3218","142","2","2001-01-10 06:23:30","2004-12-13 17:12:17","[1] Constant abdominal pain AND [2] present > 2 hours","80","R/O: diverticulitis, appendicitis or other acute abdomen","","False","B","0","43800","False"
"3304","12","1","2001-01-24 21:49:01","2013-06-08 08:44:00","Shock suspected (e.g., cold/pale/clammy skin, too weak to stand, low BP, rapid pulse)","100","R/O: shock.  FIRST AID: Lie down with the feet elevated.","","False","B","0","43800","False"
"3307","12","2","2001-01-24 21:49:04","2017-04-22 00:00:00","Difficult to awaken or acting confused (e.g., disoriented, slurred speech)","100","R/O: shock.  FIRST AID: Lie down with the feet elevated.","","False","B","0","43800","False"
"3737","12","1","2001-02-17 16:36:27","2001-02-17 16:37:12","Chest pain","99","Go to Guideline: Chest Pain (Adult) first - then use Abdominal Pain guideline.","73","False","B","0","43800","False"
"3753","142","12","2001-02-17 22:24:45","2006-01-15 21:11:12","Tube feedings (e.g., nasogastric, g-tube, j-tube)","70","R/O: osmotic diarrhea","","False","B","0","43800","True"
"4067","12","2","2001-03-02 16:01:51","2004-12-13 11:53:29","[1] Vomiting AND [2] abdomen looks much more swollen than usual","80","R/O: intestinal obstruction","","False","B","0","43800","False"
"4105","133","3","2001-03-06 08:08:13","2001-03-06 08:09:27","Amputation","100","FIRST AID: Apply direct pressure to the entire wound with a clean cloth.","","False","B","0","43800","False"
"4807","189","1","2001-05-02 16:07:07","2019-04-02 09:36:58","Blood glucose > 400 mg/dL (22.2 mmol/L)","78","Reason: significant hyperglycemia","","False","B","0","43800","True"
"4813","189","1","2001-05-02 17:53:47","2001-10-14 14:19:34","Unconscious or difficult to awaken","100","R/O: diabetic ketoacidosis (DKA), severe hyperglycemia, profound hypoglycemia","","False","B","0","43800","False"
"4814","189","2","2001-05-02 17:53:49","2020-08-25 11:07:21","Acting confused (e.g., disoriented, slurred speech)","100","R/O: DKA, severe hyperglycemia, hypoglycemia","","False","B","0","43800","False"
"4815","189","14","2001-05-03 08:33:36","2021-06-23 11:22:53","[1] Blood glucose > 240 mg/dL (13.3 mmol/L) AND [2] vomiting AND [3] unable to check for ketones (in blood or urine)","85","R/O: DKA. Note: Most people with diabetes who use insulin do the urine ketone test. Others check their blood for ketones using a hand-held device.","","False","B","0","43800","False"
"4817","189","3","2001-05-03 08:34:26","2022-01-30 07:56:45","Urine ketones moderate - large (or blood ketones > 1.4 mmol/L)","78","Reason: obtain PCP input regarding medication adjustment and diet","","False","B","0","43800","True"
"4818","189","12","2001-05-03 08:36:08","2019-04-02 09:33:56","[1] Blood glucose > 240 mg/dL (13.3 mmol/L) AND [2] urine ketones moderate-large (or more than 1+)","85","R/O: DKA. Note: Most people with diabetes who use insulin do the urine ketone test.","","False","B","0","43800","False"
"4820","189","16","2001-05-03 08:44:56","2019-04-02 09:35:37","Vomiting lasts > 4 hours","85","R/O: DKA, dehydration","","False","B","0","43800","False"
"4821","189","1","2001-05-03 08:44:58","2019-04-02 00:00:00","[1] Vomiting AND [2] signs of dehydration (e.g., very dry mouth, lightheaded, dark urine)","90","Reason: may need IV hydration, possible DKA","","False","B","0","43800","False"
"4822","189","17","2001-05-03 08:44:58","2021-12-29 00:00:00","Patient sounds very sick or weak to the triager","85","Reason: Severe acute illness or serious complication suspected.","","False","B","0","43800","False"
"4825","189","2","2001-05-03 08:59:44","2019-01-24 07:50:11","[1] Blood glucose > 240 mg/dL (13.3 mmol/L) AND [2] rapid breathing","90","R/O: DKA","","False","B","0","43800","False"
"4827","189","1","2001-05-03 09:06:56","2019-09-08 00:00:00","Fever > 100.4 F (38.0 C)","80","Reason: diabetes suppresses the immune system, consider possibility of bacterial infection","","False","B","0","43800","True"
"4829","189","3","2001-05-03 09:13:15","2020-01-22 13:19:30","Very weak (e.g., can't stand)","100","R/O: DKA, severe hyperglycemia, hypoglycemia","","False","B","0","43800","False"
"4832","189","6","2001-05-03 09:20:56","2018-02-23 15:13:48","Sick day rules for people with diabetes who use insulin, questions about","15"," ","","False","B","0","43800","False"
"4833","189","7","2001-05-03 09:21:34","2016-10-11 00:00:00","Sick day rules for people with diabetes who do not use insulin, questions about","15"," ","","False","B","0","43800","False"
"4836","189","1","2001-05-03 10:16:11","2007-07-03 09:27:16","[1] Symptoms of high blood sugar (e.g., frequent urination, weak, weight loss) AND [2] not able to test blood glucose","70"," ","","False","B","0","43800","False"
"4837","189","2","2001-05-03 10:16:13","2019-04-02 09:42:17","[1] Blood glucose 240 - 300 mg/dL (13.3 - 16.7 mmol/L) AND [2] uses insulin (e.g., insulin-dependent, all people with type 1 diabetes)","15","Reason: hyperglycemia","","False","B","0","43800","False"
"4838","189","2","2001-05-03 10:28:02","2019-08-05 16:59:28","[1] Blood glucose > 300 mg/dL (16.7 mmol/L) AND [2] two or more times in a row","78","Reason: obtain PCP input regarding medication adjustment and diet","","False","B","0","43800","True"
"4840","189","1","2001-05-03 11:52:37","2019-04-02 09:41:38","[1] Caller has NON-URGENT medication or insulin pump question AND [2] triager unable to answer question","65","","","False","B","0","43800","True"
"4849","189","5","2001-05-03 15:49:38","2019-01-24 07:53:50","Blood glucose 70-240 mg/dL (3.9 -13.3 mmol/L)","15"," ","","False","B","0","43800","False"
"5273","189","11","2001-05-22 18:05:33","2019-04-02 09:33:39","Blood glucose > 500 mg/dL (27.8 mmol/L)","85"," ","","False","B","0","43800","False"
"5353","189","4","2001-06-14 10:03:25","2019-04-02 09:42:23","[1] Blood glucose 240 - 300 mg/dL (13.3 - 16.7 mmol/L) AND [2] does not  use insulin (e.g., not insulin-dependent; most people with type 2 diabetes)","15","Reason: hyperglycemia","","False","B","0","43800","False"
