"AdviceID","AlgorithmID","DateCreated","LastUpDate","LastUpDate_XHTML","Advice","Advice_XHTML","PatientHealthInfo","AdviceSnap","AlgorithmOrder"
"1562","12","2000-07-27 21:04:54","2021-04-13 00:00:00","2012-07-13 04:10:08","GO TO ED NOW (OR PCP TRIAGE):
* IF NO PCP (PRIMARY CARE PROVIDER) SECOND-LEVEL TRIAGE: You need to be seen within the next hour. Go to the ED/UCC at _____________ Hospital. Leave as soon as you can.
* IF PCP SECOND-LEVEL TRIAGE REQUIRED: You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the provider on-call now. If you haven't heard from the provider (or me) within 30 minutes, go directly to the ED/UCC at _____________ Hospital.","<strong>Go to ED Now (or PCP Triage):</strong><ul><li><strong>If No</strong> <strong>PCP (Primary Care Provider) Second-Level Triage:</strong> You need to be seen within the next hour. Go to the ED/UCC at _____________ Hospital. Leave as soon as you can.</li><li><strong>If</strong> <strong>PCP Second-Level Triage Required:</strong> You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the provider on-call now. If you haven't heard from the provider (or me) within 30 minutes, go directly to the ED/UCC at _____________ Hospital.</li></ul>","False","GO TO ED NOW (OR PCP TRIAGE):","42"
"1563","12","2000-07-27 21:04:54","2021-10-14 16:01:37","2016-03-07 18:49:36","SEE HCP (OR PCP TRIAGE) WITHIN 4 HOURS:
* IF OFFICE WILL BE OPEN: You need to be seen within the next 3 or 4 hours. Call your doctor (or NP/PA) now or as soon as the office opens.
* IF OFFICE WILL BE CLOSED AND NO PCP (PRIMARY CARE PROVIDER) SECOND-LEVEL TRIAGE: You need to be seen within the next 3 or 4 hours. A nearby Urgent Care Center (UCC) is often a good source of care. Another choice is to go to the ED. Go sooner if you become worse.
* IF OFFICE WILL BE CLOSED AND PCP SECOND-LEVEL TRIAGE REQUIRED: You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again. NOTE: If on-call provider can't be reached, send to UCC or ED.
NOTE TO TRIAGER:
* Use nurse judgment to select the most appropriate source of care.
* Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.
SOURCES OF CARE:
* ED: Patients who may need surgery or hospital admission need to be sent to an ED. So do most patients with serious symptoms or complex medical problems.
* UCC: Some UCCs can manage patients who are stable and have less serious symptoms (e.g., minor illnesses and injuries). The triager must know the UCC capabilities before sending a patient there. If unsure, call ahead.
* OFFICE: If patient sounds stable and not seriously ill, consult PCP (or follow your office policy) to see if patient can be seen NOW in office.","<strong>See HCP (or PCP Triage) Within 4 Hours:</strong><ul><li><strong>If Office Will Be Open:</strong> You need to be seen within the next 3 or 4 hours. Call your doctor (or NP/PA) now or as soon as the office opens.</li><li><strong>If Office Will Be Closed and No PCP (Primary Care Provider) Second-Level Triage:</strong> You need to be seen within the next 3 or 4 hours. A nearby Urgent Care Center (UCC) is often a good source of care. Another choice is to go to the ED. Go sooner if you become worse.</li><li><strong>If Office Will Be Closed and PCP Second-Level Triage Required:</strong> You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again. <strong>Note:</strong> If on-call provider can't be reached, send to UCC or ED.</li></ul><strong>Note to Triager:</strong><ul><li>Use nurse judgment to select the most appropriate source of care.</li><li>Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.</li></ul><strong>Sources of Care:</strong><ul><li><strong>ED:</strong> Patients who may need surgery or hospital admission need to be sent to an ED. So do most patients with serious symptoms or complex medical problems.</li><li><strong>UCC:</strong> Some UCCs can manage patients who are stable and have less serious symptoms (e.g., minor illnesses and injuries). The triager must know the UCC capabilities before sending a patient there. If unsure, call ahead.</li><li><strong>OFFICE:</strong> If patient sounds stable and not seriously ill, consult PCP (or follow your office policy) to see if patient can be seen NOW in office.</li></ul>","False","SEE HCP (OR PCP TRIAGE) WITHIN","43"
"1564","12","2000-07-27 21:04:54","2022-02-12 13:56:40","2016-03-07 18:51:12","SEE PCP WITHIN 24 HOURS: 
* IF OFFICE WILL BE OPEN: You need to be examined within the next 24 hours. Call your doctor (or NP/PA) when the office opens and make an appointment.
* IF OFFICE WILL BE CLOSED: You need to be seen within the next 24 hours. A clinic or an urgent care center is often a good source of care if your doctor's office is closed or you can't get an appointment.
* IF PATIENT HAS NO PCP: Refer patient to a clinic or urgent care center. Also try to help caller find a PCP for future care.
NOTE TO TRIAGER:
* Use nurse judgment to select the most appropriate source of care.
* Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.","<strong>See PCP Within 24 Hours:</strong> <ul><li><strong>If Office Will Be Open:</strong> You need to be examined within the next 24 hours. Call your doctor (or NP/PA) when the office opens and make an appointment.</li><li><strong>If Office Will Be Closed:</strong> You need to be seen within the next 24 hours. A clinic or an urgent care center is often a good source of care if your doctor's office is closed or you can't get an appointment.</li><li><strong>If Patient Has No PCP:</strong> Refer patient to a clinic or urgent care center. Also try to help caller find a PCP for future care.</li></ul><strong>Note to Triager:</strong><ul><li>Use nurse judgment to select the most appropriate source of care.</li><li>Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.</li></ul>","False","SEE PCP WITHIN 24 HOURS: 
* I","44"
"1565","12","2000-07-27 21:04:54","2021-04-13 00:00:00","2016-03-07 18:51:43","SEE PCP WITHIN 3 DAYS:
* You need to be seen within 2 or 3 days.
* PCP VISIT: Call your doctor (or NP/PA) during regular office hours and make an appointment. A clinic or urgent care center are good places to go for care if your doctor's office is closed or you can't get an appointment. NOTE: If office will be open tomorrow, tell caller to call then, not in 3 days.
* IF PATIENT HAS NO PCP: A clinic or urgent care center are good places to go for care if you do not have a primary care provider. NOTE: Try to help caller find a PCP for future care (e.g., use a physician referral line). Having a PCP or 'medical home' means better long-term care.","<strong>See PCP Within 3 Days:</strong><ul><li>You need to be seen within 2 or 3 days.</li><li><strong>PCP Visit:</strong> Call your doctor (or NP/PA) during regular office hours and make an appointment. A clinic or urgent care center are good places to go for care if your doctor's office is closed or you can't get an appointment. <strong>Note:</strong> If office will be open tomorrow, tell caller to call then, not in 3 days.</li><li><strong>If Patient Has No PCP:</strong> A clinic or urgent care center are good places to go for care if you do not have a primary care provider. <strong>Note:</strong> Try to help caller find a PCP for future care (e.g., use a physician referral line). Having a PCP or &quot;medical home&quot; means better long-term care.</li></ul>","False","SEE PCP WITHIN 3 DAYS:
* You ","45"
"1566","12","2000-07-27 21:04:54","2022-02-12 13:57:23","2012-07-21 03:35:46","SEE PCP WITHIN 2 WEEKS:
* You need to be seen for this ongoing problem within the next 2 weeks.
* PCP VISIT: Call your doctor (or NP/PA) during regular office hours and make an appointment.
* IF PATIENT HAS NO PCP: A primary care clinic is where you need to be seen for chronic health problems. NOTE: Try to help caller find a PCP (e.g., use a physician referral line). Having a PCP or 'medical home' means better long-term care.","<strong>See PCP Within 2 Weeks:</strong><ul><li>You need to be seen for this ongoing problem within the next 2 weeks. </li><li><strong>PCP Visit:</strong> Call your doctor (or NP/PA) during regular office hours and make an appointment.</li><li><strong>If Patient Has No PCP:</strong> A primary care clinic is where you need to be seen for chronic health problems. <strong>Note:</strong> Try to help caller find a PCP (e.g., use a physician referral line). Having a PCP or &quot;medical home&quot; means better long-term care.</li></ul>","False","SEE PCP WITHIN 2 WEEKS:
* You","46"
"1567","12","2000-07-27 21:04:54","2021-04-13 00:00:00","2012-07-13 23:37:43","HOME CARE: 
* You should be able to treat this at home.","<strong>Home Care:</strong> <ul><li>You should be able to treat this at home.</li></ul>","False","HOME CARE: 
* You should be a","48"
"1568","12","2000-07-27 21:04:54","2011-12-23 09:16:34","2012-07-12 04:02:07","FEVER MEDICINE - ACETAMINOPHEN:
* Fever above 101° F (38.3° C) should be treated with acetaminophen (e.g., Tylenol). This can be taken by mouth as pills or per rectum using a suppository. Both are available over the counter. Usual adult dose is 650 mg by mouth or per rectum every 6 hours.
* The goal of fever therapy is to bring the fever down to a comfortable level. Remember that fever medicine usually lowers fever 2-3° F (1-1.5° C).","<strong>Fever Medicine - Acetaminophen:</strong><ul><li>Fever above 101° F (38.3° C) should be treated with acetaminophen (e.g., Tylenol). This can be taken by mouth as pills or per rectum using a suppository. Both are available over the counter. Usual adult dose is 650 mg by mouth or per rectum every 6 hours.</li><li>The goal of fever therapy is to bring the fever down to a comfortable level. Remember that fever medicine usually lowers fever 2-3° F (1-1.5° C).</li></ul>","True","FEVER MEDICINE - ACETAMINOPHEN","76"
"1573","12","2000-07-27 21:04:54","2020-12-30 00:00:00","2012-07-18 05:51:13","PAIN DIARY:
* Keep a pain diary.
* Write down the date, time, place, what you were doing at the time, how bad it is, how long it lasts, what makes it better, etc. 
* Reason: to try to find the cause or some of the triggers.","<strong>Pain Diary:</strong><ul><li>Keep a pain diary.</li><li>Write down the date, time, place, what you were doing at the time, how bad it is, how long it lasts, what makes it better, etc. </li><li><em>Reason:</em> to try to find the cause or some of the triggers.</li></ul>","True","PAIN DIARY:
* Keep a pain dia","1068"
"1574","12","2000-07-27 21:27:47","2020-05-21 00:00:00","2012-07-18 03:17:15","NOTHING BY MOUTH:
* Do not eat or drink anything for now.","<strong>Nothing by Mouth:</strong><ul><li>Do not eat or drink anything for now.</li></ul>","False","NOTHING BY MOUTH:
* Do not ea","84"
"1576","12","2000-07-27 21:40:29","2021-07-30 00:00:00","2012-07-05 00:50:12","CALL BACK IF:
* Severe pain lasts over 1 hour
* Constant pain lasts over 2 hours
* You become worse","<strong>Call Back If:</strong><ul><li>Severe pain lasts over 1 hour</li><li>Constant pain lasts over 2 hours</li><li>You become worse</li></ul>","True","CALL BACK IF:
* Severe pain l","9"
"4319","133","2000-12-10 09:17:49","2021-04-13 00:00:00","2012-07-06 00:10:18","CALL EMS 911 NOW:
* Immediate medical attention is needed. You need to hang up and call 911 (or an ambulance).
* Triager Discretion: I'll call you back in a few minutes to be sure you were able to reach them.","<strong>Call EMS 911 Now:</strong><ul><li>Immediate medical attention is needed. You need to hang up and call 911 (or an ambulance).</li><li><em>Triager Discretion:</em> I'll call you back in a few minutes to be sure you were able to reach them.</li></ul>","False","CALL EMS 911 NOW:
* Immediate","40"
"4320","133","2000-12-10 09:17:58","2021-04-13 00:00:00","2012-07-13 04:43:56","GO TO ED NOW:
* You need to be seen in the Emergency Department.
* Go to the ED at ___________ Hospital.
* Leave now. Drive carefully.","<strong>Go to ED Now:</strong><ul><li>You need to be seen in the Emergency Department.</li><li>Go to the ED at ___________ Hospital.</li><li>Leave now. Drive carefully.</li></ul>","False","GO TO ED NOW:
* You need to b","41"
"4321","133","2000-12-10 09:17:58","2021-04-13 00:00:00","2012-07-13 04:14:19","GO TO ED NOW (OR PCP TRIAGE):
* IF NO PCP (PRIMARY CARE PROVIDER) SECOND-LEVEL TRIAGE: You need to be seen within the next hour. Go to the ED/UCC at _____________ Hospital. Leave as soon as you can.
* IF PCP SECOND-LEVEL TRIAGE REQUIRED: You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the provider on-call now. If you haven't heard from the provider (or me) within 30 minutes, go directly to the ED/UCC at _____________ Hospital.","<strong>Go to ED Now (or PCP Triage):</strong><ul><li><strong>If No</strong> <strong>PCP (Primary Care Provider) Second-Level Triage:</strong> You need to be seen within the next hour. Go to the ED/UCC at _____________ Hospital. Leave as soon as you can.</li><li><strong>If</strong> <strong>PCP Second-Level Triage Required:</strong> You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the provider on-call now. If you haven't heard from the provider (or me) within 30 minutes, go directly to the ED/UCC at _____________ Hospital.</li></ul>","False","GO TO ED NOW (OR PCP TRIAGE):","42"
"4322","133","2000-12-10 09:17:58","2021-06-21 00:00:00","2016-03-07 18:49:36","SEE HCP (OR PCP TRIAGE) WITHIN 4 HOURS:
* IF OFFICE WILL BE OPEN: You need to be seen within the next 3 or 4 hours. Call your doctor (or NP/PA) now or as soon as the office opens.
* IF OFFICE WILL BE CLOSED AND NO PCP (PRIMARY CARE PROVIDER) SECOND-LEVEL TRIAGE: You need to be seen within the next 3 or 4 hours. A nearby Urgent Care Center (UCC) is often a good source of care. Another choice is to go to the ED. Go sooner if you become worse.
* IF OFFICE WILL BE CLOSED AND PCP SECOND-LEVEL TRIAGE REQUIRED: You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again. NOTE: If on-call provider can't be reached, send to UCC or ED.
NOTE TO TRIAGER:
* Use nurse judgment to select the most appropriate source of care.
* Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.
SOURCES OF CARE:
* ED: Patients who may need surgery or hospital admission need to be sent to an ED. So do most patients with serious symptoms or complex medical problems.
* UCC: Some UCCs can manage patients who are stable and have less serious symptoms (e.g., minor illnesses and injuries). The triager must know the UCC capabilities before sending a patient there. If unsure, call ahead.
* OFFICE: If patient sounds stable and not seriously ill, consult PCP (or follow your office policy) to see if patient can be seen NOW in office.","<strong>See HCP (or PCP Triage) Within 4 Hours:</strong><ul><li><strong>If Office Will Be Open:</strong> You need to be seen within the next 3 or 4 hours. Call your doctor (or NP/PA) now or as soon as the office opens.</li><li><strong>If Office Will Be Closed and No PCP (Primary Care Provider) Second-Level Triage:</strong> You need to be seen within the next 3 or 4 hours. A nearby Urgent Care Center (UCC) is often a good source of care. Another choice is to go to the ED. Go sooner if you become worse.</li><li><strong>If Office Will Be Closed and PCP Second-Level Triage Required:</strong> You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again. <strong>Note:</strong> If on-call provider can't be reached, send to UCC or ED.</li></ul><strong>Note to Triager:</strong><ul><li>Use nurse judgment to select the most appropriate source of care.</li><li>Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.</li></ul><strong>Sources of Care:</strong><ul><li><strong>ED:</strong> Patients who may need surgery or hospital admission need to be sent to an ED. So do most patients with serious symptoms or complex medical problems.</li><li><strong>UCC:</strong> Some UCCs can manage patients who are stable and have less serious symptoms (e.g., minor illnesses and injuries). The triager must know the UCC capabilities before sending a patient there. If unsure, call ahead.</li><li><strong>OFFICE:</strong> If patient sounds stable and not seriously ill, consult PCP (or follow your office policy) to see if patient can be seen NOW in office.</li></ul>","False","SEE HCP (OR PCP TRIAGE) WITHIN","43"
"4323","133","2000-12-10 09:17:58","2021-04-13 00:00:00","2016-03-07 18:51:12","SEE PCP WITHIN 24 HOURS: 
* IF OFFICE WILL BE OPEN: You need to be examined within the next 24 hours. Call your doctor (or NP/PA) when the office opens and make an appointment.
* IF OFFICE WILL BE CLOSED: You need to be seen within the next 24 hours. A clinic or an urgent care center is often a good source of care if your doctor's office is closed or you can't get an appointment.
* IF PATIENT HAS NO PCP: Refer patient to a clinic or urgent care center. Also try to help caller find a PCP for future care.

NOTE TO TRIAGER:
* Use nurse judgment to select the most appropriate source of care.
* Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.","<strong>See PCP Within 24 Hours:</strong> <ul><li><strong>If Office Will Be Open:</strong> You need to be examined within the next 24 hours. Call your doctor (or NP/PA) when the office opens and make an appointment.</li><li><strong>If Office Will Be Closed:</strong> You need to be seen within the next 24 hours. A clinic or an urgent care center is often a good source of care if your doctor's office is closed or you can't get an appointment.</li><li><strong>If Patient Has No PCP:</strong> Refer patient to a clinic or urgent care center. Also try to help caller find a PCP for future care.</li></ul><strong>Note to Triager:</strong><ul><li>Use nurse judgment to select the most appropriate source of care.</li><li>Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.</li></ul>","False","SEE PCP WITHIN 24 HOURS: 
* I","44"
"4324","133","2000-12-10 09:17:58","2021-04-13 00:00:00","2016-03-07 18:51:43","SEE PCP WITHIN 3 DAYS:
* You need to be seen within 2 or 3 days.
* PCP VISIT: Call your doctor (or NP/PA) during regular office hours and make an appointment. A clinic or urgent care center are good places to go for care if your doctor's office is closed or you can't get an appointment. NOTE: If office will be open tomorrow, tell caller to call then, not in 3 days.
* IF PATIENT HAS NO PCP: A clinic or urgent care center are good places to go for care if you do not have a primary care provider. NOTE: Try to help caller find a PCP for future care (e.g., use a physician referral line). Having a PCP or 'medical home' means better long-term care.","<strong>See PCP Within 3 Days:</strong><ul><li>You need to be seen within 2 or 3 days.</li><li><strong>PCP Visit:</strong> Call your doctor (or NP/PA) during regular office hours and make an appointment. A clinic or urgent care center are good places to go for care if your doctor's office is closed or you can't get an appointment. <strong>Note:</strong> If office will be open tomorrow, tell caller to call then, not in 3 days.</li><li><strong>If Patient Has No PCP:</strong> A clinic or urgent care center are good places to go for care if you do not have a primary care provider. <strong>Note:</strong> Try to help caller find a PCP for future care (e.g., use a physician referral line). Having a PCP or &quot;medical home&quot; means better long-term care.</li></ul>","False","SEE PCP WITHIN 3 DAYS:
* You ","45"
"4325","133","2000-12-10 09:17:58","2021-04-13 00:00:00","2012-07-21 03:38:51","SEE PCP WITHIN 2 WEEKS:
* You need to be seen for this ongoing problem within the next 2 weeks. 
* PCP VISIT: Call your doctor (or NP/PA) during regular office hours and make an appointment.
* IF PATIENT HAS NO PCP: A primary care clinic is where you need to be seen for chronic health problems. NOTE: Try to help caller find a PCP (e.g., use a physician referral line). Having a PCP or 'medical home' means better long-term care.","<strong>See PCP Within 2 Weeks:</strong><ul><li>You need to be seen for this ongoing problem within the next 2 weeks. </li><li><strong>PCP Visit:</strong> Call your doctor (or NP/PA) during regular office hours and make an appointment.</li><li><strong>If Patient Has No PCP:</strong> A primary care clinic is where you need to be seen for chronic health problems. <strong>Note:</strong> Try to help caller find a PCP (e.g., use a physician referral line). Having a PCP or &quot;medical home&quot; means better long-term care.</li></ul>","False","SEE PCP WITHIN 2 WEEKS:
* You","46"
